student_id,study_time_hours,attendance_percentage,assignments_completed,lms_clicks,forum_participation,sleep_hours,internet_usage_hours,previous_grade,final_grade
534,3,99,2,335,1,6.7,7.2,78,39.3
535,7,46,3,321,17,4.3,1.4,51,40.9
536,2,80,10,55,8,7.7,2.2,58,39.3
537,9,52,8,461,12,6.5,4.8,64,55.7
538,10,57,6,223,6,7.2,4.4,53,56.6
539,10,76,8,441,9,6.5,1.3,59,65.8
540,1,52,7,286,8,6.5,1.1,71,37.9
541,6,75,5,287,21,4.9,7.9,79,46.3
542,7,70,9,189,14,5.4,5.6,89,55.4
543,8,41,4,58,4,4.8,3.6,59,51.1
544,10,55,6,474,11,5.0,4.3,41,57.8
545,9,48,2,158,0,8.9,2.9,78,46.1
546,2,48,2,311,11,4.8,3.4,75,30.0
547,10,77,2,71,21,5.3,5.5,72,54.5
548,2,50,10,306,5,7.0,7.2,31,35.9
549,5,93,7,308,18,7.1,2.3,83,66.8
550,5,95,2,160,18,4.8,6.9,64,42.5
551,6,61,2,165,15,8.0,1.9,81,52.7
552,3,72,9,444,18,7.9,2.5,62,57.9
553,8,75,7,333,2,5.2,1.3,80,63.1
554,1,84,3,203,22,5.4,2.0,55,47.7
555,6,62,3,171,9,8.7,7.4,91,57.8
556,4,84,7,220,17,8.1,4.2,90,48.1
557,1,84,5,147,12,7.5,1.5,55,38.7
558,7,73,10,306,17,4.4,7.7,66,52.5
559,9,48,6,330,2,6.1,7.2,59,49.5
560,4,63,8,272,22,6.8,6.3,40,44.4
561,4,47,9,285,2,4.9,7.5,82,44.2
562,6,46,1,207,22,6.2,2.5,70,30.0
563,3,75,3,405,24,7.0,6.9,34,30.0
564,6,57,7,249,11,5.6,5.8,95,36.3
565,7,42,6,290,19,7.9,7.1,42,41.0
566,10,67,7,278,6,8.2,6.6,92,66.1
567,10,45,8,318,24,5.6,3.4,54,54.1
568,3,83,6,434,23,8.2,6.4,73,40.0
569,7,83,3,217,7,4.5,2.8,43,53.9
570,3,60,2,342,8,8.2,3.3,98,50.6
571,2,67,7,75,13,4.8,1.8,88,35.6
572,10,79,1,338,4,4.4,7.5,85,50.4
573,4,93,3,222,20,7.2,3.0,81,53.0
574,8,93,4,290,18,6.4,4.6,95,77.7
575,9,40,1,128,20,8.5,3.7,97,66.7
576,7,75,5,135,15,5.8,7.7,41,49.9
577,1,60,10,111,23,5.4,3.3,97,37.8
578,3,99,3,157,11,6.5,6.4,72,54.4
579,9,82,2,441,20,6.3,7.0,35,47.5
580,1,74,3,322,3,5.7,4.0,44,30.0
581,9,52,8,76,7,7.5,3.6,71,40.6
582,8,96,6,69,6,7.8,6.2,60,60.5
583,1,88,7,90,14,8.3,7.4,82,40.4
584,6,93,6,418,5,8.9,6.3,35,50.2
585,5,93,6,421,4,5.3,2.6,62,36.4
586,6,49,3,101,13,7.6,7.2,58,41.7
587,10,92,8,391,20,6.0,3.7,50,46.1
588,5,83,7,124,12,7.4,5.0,83,62.2
589,6,86,7,107,9,6.4,6.8,85,60.5
590,5,92,6,21,17,9.0,2.3,50,49.9
591,5,49,5,379,3,7.6,6.5,84,48.5
592,4,85,10,103,7,8.8,5.2,87,48.6
593,3,52,8,62,23,8.2,7.3,93,44.1
594,3,76,5,173,10,8.5,2.2,75,52.7
595,4,77,9,346,16,8.1,3.9,51,30.0
596,9,63,9,441,17,6.3,6.8,89,57.2
597,2,41,1,113,20,5.3,1.1,40,30.0
598,9,61,6,317,24,5.9,1.8,76,56.6
599,1,56,7,152,10,4.1,7.9,60,40.3
600,1,75,3,414,15,6.6,3.0,47,30.0
601,5,53,7,84,11,6.5,7.8,51,34.5
602,6,49,7,309,12,6.6,2.3,85,36.5
603,6,74,2,395,15,8.9,3.5,46,57.0
604,3,64,7,276,22,8.6,6.3,67,39.8
605,7,42,1,486,20,4.8,5.6,54,35.8
606,9,86,5,405,0,5.8,5.1,61,58.7
607,10,77,9,232,15,6.1,4.7,44,62.7
608,8,56,7,167,14,5.8,6.9,42,47.8
609,6,51,7,80,5,8.0,2.6,87,69.9
610,8,93,2,490,11,6.6,4.1,79,64.5
611,5,91,8,168,7,6.9,2.1,40,46.4
612,8,63,3,107,6,8.3,5.2,42,43.3
613,10,68,8,343,1,8.0,2.8,79,61.7
614,4,82,3,402,11,4.7,3.3,67,35.6
615,10,64,10,415,20,7.6,4.3,30,53.9
616,8,75,7,297,13,6.2,1.2,68,63.8
617,10,97,2,423,15,5.5,1.6,56,59.1
618,2,99,4,101,10,4.3,5.8,65,38.3
619,5,65,6,148,19,6.4,4.0,61,55.8
620,9,77,9,305,8,5.8,7.1,70,49.6
621,4,40,5,401,9,5.3,5.9,44,30.0
622,6,59,9,372,16,7.5,1.1,60,41.4
623,1,94,5,299,11,7.8,5.3,35,30.0
624,9,67,10,289,5,5.2,1.7,81,64.9
625,1,55,8,311,18,4.2,6.5,51,30.0
626,5,86,1,472,10,8.2,7.9,60,45.1
627,4,56,7,222,8,4.0,4.7,75,50.2
628,3,79,4,43,20,8.7,5.8,96,45.1
629,6,67,5,463,5,7.1,2.7,72,56.3
630,2,97,6,370,24,5.6,4.1,30,49.6
631,3,51,5,330,24,5.2,7.0,73,33.3
632,5,66,1,480,23,4.0,2.2,86,52.8
633,9,93,9,227,24,5.2,2.9,38,57.3
634,2,92,2,299,15,4.7,4.1,34,42.6
635,10,81,9,224,19,7.1,6.0,38,46.9
636,8,98,10,171,15,4.8,3.6,74,53.4
637,2,86,2,457,5,6.6,7.5,53,34.9
638,5,69,9,45,4,7.0,1.7,71,44.9
639,7,80,6,213,20,5.5,3.6,51,48.0
640,8,73,9,355,3,4.2,6.0,89,58.1
641,1,76,6,441,1,4.2,2.6,66,43.5
642,6,45,6,257,5,4.1,5.6,68,39.2
643,1,46,2,340,8,7.7,2.1,82,30.0
644,2,71,8,94,16,5.6,1.4,57,37.8
645,1,71,3,454,13,8.0,1.8,44,30.0
646,5,92,7,182,6,6.2,7.5,89,49.6
647,10,64,5,318,21,6.3,4.9,89,50.7
648,9,72,3,48,18,6.6,6.6,35,49.5
649,6,94,1,184,0,7.6,3.3,81,53.4
650,1,97,8,356,19,5.4,5.1,41,45.9
651,1,46,3,205,24,4.6,4.5,48,30.0
652,2,91,2,73,14,6.8,7.6,31,30.8
653,9,96,1,314,17,5.6,6.2,84,76.2
654,3,51,4,61,2,6.2,6.1,44,30.0
655,1,55,8,431,17,7.2,1.3,93,40.1
656,5,55,3,304,1,6.5,4.8,98,39.7
657,7,82,1,446,9,7.1,4.3,44,39.3
658,6,92,4,406,10,6.7,7.5,72,64.8
659,1,75,9,157,23,7.7,2.8,46,38.6
660,5,52,1,206,2,7.5,2.9,53,39.8
661,5,46,2,417,6,6.7,3.9,59,30.0
662,6,75,9,223,7,7.4,2.7,96,62.3
663,3,86,2,450,18,8.4,1.9,80,57.4
664,5,90,3,61,17,6.2,7.0,89,61.9
665,7,48,7,369,12,6.1,4.9,32,44.7
666,5,71,3,435,12,7.8,7.0,34,31.0
667,5,50,9,307,23,6.9,6.8,57,43.1
668,5,47,6,445,18,4.4,3.0,40,40.6
669,10,72,3,435,22,8.5,4.8,44,42.6
670,10,62,9,45,11,4.2,1.6,77,53.9
671,3,64,1,390,16,7.7,7.4,75,45.4
672,1,95,10,404,21,7.8,3.8,57,50.8
673,5,47,3,75,11,8.8,3.8,36,30.0
674,9,84,1,272,12,4.3,3.1,35,57.2
675,1,61,2,141,24,7.0,4.2,87,38.2
676,3,98,8,125,11,6.1,2.8,97,62.5
677,4,43,7,149,18,5.7,3.6,84,37.7
678,1,79,2,356,13,4.5,6.6,96,45.9
679,1,42,2,177,6,6.8,6.8,78,35.5
680,8,68,9,395,12,6.4,3.1,80,56.7
681,2,80,6,250,5,4.5,4.3,88,45.8
682,8,68,5,474,23,7.1,7.1,35,42.0
683,7,73,10,327,18,7.7,1.4,80,71.5
684,10,73,6,110,18,7.8,7.2,67,59.1
685,10,67,9,412,3,8.5,2.5,40,50.8
686,2,52,7,41,18,6.0,5.7,81,32.8
687,6,54,10,309,8,8.8,5.1,49,46.0
688,6,99,10,129,15,8.3,4.9,39,59.5
689,3,62,9,68,3,5.5,7.0,55,30.0
690,2,83,4,148,5,4.8,1.7,77,57.6
691,1,65,2,92,7,6.2,3.4,43,31.9
692,6,43,8,359,23,6.0,4.8,88,51.2
693,5,65,4,72,15,6.9,6.7,41,38.4
694,9,79,9,486,4,6.9,2.5,52,59.5
695,1,48,4,375,20,7.7,6.6,68,30.0
696,7,94,8,399,21,6.5,3.8,38,61.1
697,5,44,9,187,9,4.5,2.3,54,39.8
698,5,95,9,64,22,8.3,6.3,46,56.3
699,2,71,10,471,12,5.5,1.6,71,40.9
700,3,59,4,412,13,8.9,4.6,58,39.4
701,7,89,1,124,6,4.6,1.4,89,54.0
702,6,50,3,169,19,8.8,3.5,96,59.4
703,2,54,9,165,5,4.5,5.2,86,34.0
704,6,71,4,223,6,5.2,4.9,43,41.2
705,2,67,5,381,4,4.2,3.8,68,35.8
706,2,61,7,318,20,7.5,4.0,45,32.0
707,2,80,5,186,17,8.3,2.6,47,44.8
708,3,56,4,220,22,6.2,4.2,49,32.1
709,2,98,2,153,11,8.6,7.7,75,55.7
710,4,65,2,230,5,7.0,7.0,74,36.3
711,9,83,4,67,0,7.2,2.0,33,55.6
712,6,46,10,145,3,8.2,1.2,49,39.4
713,1,81,10,258,18,5.5,7.5,40,37.7
714,8,96,9,26,11,5.8,4.7,94,67.7
715,7,65,8,483,14,8.5,4.8,47,47.9
716,10,64,3,472,2,8.5,6.5,68,65.4
717,3,49,9,291,22,8.9,3.2,73,37.1
718,1,98,5,404,19,8.5,4.4,47,45.1
719,5,84,3,390,7,4.6,7.8,76,43.2
720,4,58,5,56,10,8.1,5.7,60,41.0
721,10,50,10,230,15,6.0,2.1,68,49.7
722,8,52,4,184,8,9.0,1.9,67,47.3
723,1,92,8,144,2,6.4,2.4,76,46.1
724,10,47,5,356,4,6.8,6.4,99,72.0
725,1,79,10,211,19,6.6,3.1,37,37.1
726,4,43,8,237,13,5.6,1.1,94,57.4
727,8,86,9,233,14,4.4,7.6,42,54.3
728,5,70,4,81,5,8.5,2.2,84,49.2
729,2,67,7,347,3,8.0,1.1,72,53.9
730,6,50,2,464,7,4.7,2.7,33,39.2
731,5,82,6,400,18,7.9,2.6,89,52.0
732,2,40,8,180,4,7.1,4.0,41,32.0
733,3,88,7,85,12,6.0,7.4,88,47.9
734,9,86,7,305,15,5.3,7.2,83,49.2
735,7,91,8,258,0,8.3,4.2,73,67.5
736,7,77,7,39,12,7.5,3.9,45,58.7
737,6,63,5,207,21,6.7,4.9,35,54.0
738,8,93,7,101,10,7.0,2.7,43,60.5
739,4,99,10,382,20,4.5,1.4,87,57.0
740,8,96,3,221,7,6.4,7.6,60,62.7
741,4,86,5,427,24,5.0,2.3,70,55.3
742,8,70,7,151,7,5.0,2.4,64,66.6
743,9,80,9,56,23,7.3,4.3,39,56.0
744,3,85,2,151,13,8.6,4.4,59,42.5
745,3,89,4,96,12,6.0,1.1,73,43.8
746,2,65,7,108,2,5.0,2.0,84,46.8
747,10,88,1,480,3,7.2,3.6,47,47.9
748,3,89,2,421,19,8.4,5.8,68,51.1
749,3,44,9,272,14,7.7,2.6,71,43.9
750,5,59,10,363,14,8.3,4.0,83,55.1
751,5,91,7,213,20,6.7,4.9,59,52.4
752,2,80,10,195,12,7.8,7.2,49,50.8
753,10,50,7,52,8,4.7,3.3,71,62.0
754,6,95,6,77,24,5.7,1.9,34,46.2
755,5,93,3,486,9,5.9,4.4,79,49.7
756,6,72,10,220,11,6.6,6.2,70,46.0
757,1,89,3,47,13,8.6,1.8,68,47.1
758,5,77,2,54,0,8.4,4.0,86,45.1
759,9,66,6,144,13,4.7,1.1,86,68.6
760,10,73,4,413,13,4.9,1.2,66,69.6
761,2,54,5,340,7,5.8,4.4,36,30.0
762,1,71,3,61,15,5.5,3.1,34,30.0
763,10,97,6,104,13,7.1,6.9,80,68.5
764,9,60,3,412,0,8.5,5.2,37,54.2
765,10,85,8,207,15,8.8,4.2,85,80.8
766,9,44,9,130,17,7.3,3.9,40,35.9
767,9,45,4,290,6,8.2,4.5,51,45.6
768,6,77,9,460,14,6.6,1.3,40,47.5
769,8,61,7,344,23,5.0,7.2,89,45.6
770,1,57,3,124,16,6.6,8.0,44,30.0
771,10,53,7,425,18,6.8,2.3,67,60.4
772,4,49,1,339,22,7.7,1.8,30,30.0
773,1,85,3,60,12,5.1,2.0,75,31.0
774,8,52,6,234,8,5.8,5.6,72,70.6
775,1,70,4,90,23,5.8,5.6,51,34.2
776,3,69,7,75,23,8.8,6.9,32,36.4
777,4,42,3,426,14,6.2,6.3,43,30.0
778,8,69,1,255,24,7.8,4.1,31,47.6
779,6,45,9,300,2,7.8,5.3,90,48.9
780,10,68,6,494,23,5.3,5.8,61,43.7
781,7,47,8,124,0,6.9,4.6,67,40.3
782,8,83,3,409,15,8.5,4.3,75,64.9
783,2,84,8,394,7,6.4,5.5,71,58.3
784,10,82,2,181,22,8.7,4.9,35,58.0
785,8,83,4,210,12,5.1,5.5,70,64.3
786,3,72,3,28,7,4.4,5.3,54,36.3
787,7,56,10,79,16,8.5,6.0,40,45.1
788,3,87,1,400,21,8.2,5.5,70,52.7
789,7,50,7,324,22,9.0,4.6,86,64.5
790,2,52,10,244,13,7.4,5.8,75,47.9
791,10,89,2,326,20,8.7,4.1,77,58.5
792,6,50,4,207,20,8.1,2.7,92,50.1
793,3,70,9,89,6,8.2,1.0,68,48.6
794,3,67,6,312,14,6.8,4.9,39,34.2
795,9,83,8,306,15,5.9,5.1,99,70.2
796,7,45,2,188,18,8.7,7.8,94,54.7
797,5,80,7,81,5,6.2,3.5,88,62.0
798,10,55,6,368,22,6.7,3.8,65,68.0
799,7,43,9,461,0,6.2,2.4,56,43.5
800,9,74,7,33,11,6.8,1.5,84,54.4
801,1,99,1,183,17,6.4,6.4,99,50.1
802,7,87,8,439,15,4.2,2.7,82,73.6
803,6,95,10,264,11,8.4,5.3,89,59.8
804,10,98,3,354,19,6.2,5.8,90,74.0
805,9,65,2,27,12,6.9,4.3,65,58.9
806,1,96,3,173,7,4.7,7.1,56,39.3
807,4,51,6,55,21,4.0,4.1,70,39.7
808,9,50,3,67,0,5.2,3.0,57,42.5
809,4,76,10,104,20,7.5,7.3,45,30.0
810,10,64,5,47,6,4.5,7.0,64,47.3
811,3,57,6,215,14,8.5,2.1,65,38.2
812,9,58,8,465,21,5.1,1.2,85,67.6
813,2,62,7,227,12,5.0,1.6,48,34.6
814,4,94,8,489,12,4.9,3.0,86,52.0
815,6,77,3,223,8,4.1,7.8,62,40.1
816,2,93,4,483,23,7.9,4.9,52,46.7
817,8,57,6,326,14,8.4,3.6,92,67.6
818,8,65,7,123,3,7.1,7.2,99,66.9
819,1,45,9,249,12,4.9,4.2,51,33.0
820,3,43,1,445,11,5.4,3.2,96,30.0
821,10,83,8,120,4,6.4,7.6,88,64.3
822,9,90,8,48,6,8.8,6.9,54,74.4
823,5,68,6,146,7,5.2,6.9,46,48.7
824,6,98,4,357,4,7.7,4.6,68,45.9
825,4,73,3,29,8,6.2,6.5,68,42.8
826,10,56,3,125,13,5.5,2.3,53,55.2
827,2,82,6,186,11,6.3,5.0,67,37.2
828,8,82,8,485,3,4.4,7.9,86,43.8
829,6,92,7,276,19,8.0,3.0,73,59.3
830,5,55,1,314,7,5.2,6.6,65,33.5
831,9,41,6,296,16,7.6,4.4,99,51.7
832,1,73,7,84,7,4.3,1.3,74,38.1
833,5,94,7,290,20,8.8,6.3,55,50.8
834,6,47,9,407,0,5.0,2.2,40,40.6
835,5,52,10,207,19,8.4,5.4,81,42.0
836,6,81,5,336,1,8.0,1.6,54,50.2
837,6,47,1,423,3,8.8,7.6,60,30.0
838,7,69,2,157,23,6.4,3.0,74,54.4
839,4,71,4,362,20,7.6,2.6,96,31.5
840,8,75,5,124,0,5.9,1.9,69,55.0
841,7,86,9,53,6,4.9,7.6,75,63.6
842,9,69,1,399,0,6.2,6.0,83,49.5
843,7,40,3,129,8,4.8,6.2,70,47.3
844,3,82,5,451,2,8.9,4.5,67,54.2
845,3,78,3,52,11,4.5,4.3,65,30.0
846,8,56,4,373,18,6.9,1.8,73,52.1
847,5,98,3,250,14,7.1,4.9,86,36.7
848,4,59,4,336,21,6.7,2.7,95,46.9
849,8,63,1,285,15,7.3,7.8,59,47.7
850,6,89,8,201,9,4.6,6.6,39,30.7
851,2,61,4,359,21,6.8,3.9,90,55.2
852,4,68,7,84,5,5.4,2.1,92,52.6
853,4,61,2,352,16,8.7,6.5,65,34.4
854,6,83,2,20,20,7.8,1.9,83,66.6
855,6,48,6,152,21,8.9,2.3,94,39.5
856,1,76,2,99,23,4.2,2.5,33,30.0
857,8,49,6,290,16,5.4,4.9,84,36.2
858,6,75,2,260,20,5.0,6.5,83,63.2
859,3,76,4,47,18,4.1,3.2,93,49.9
860,9,67,7,242,17,5.2,1.6,51,59.4
861,2,67,8,42,10,7.4,4.3,54,40.2
862,8,81,3,128,23,5.2,6.2,88,62.9
863,10,82,9,126,6,6.5,2.6,86,69.7
864,3,60,2,164,9,8.4,2.5,83,44.9
865,5,63,8,388,6,7.5,7.6,73,47.6
866,6,81,8,373,4,6.0,7.7,81,50.3
867,10,99,4,416,11,5.9,7.9,45,59.4
868,6,79,1,417,15,6.3,6.7,45,46.0
869,4,41,1,158,24,4.9,2.3,84,39.6
870,3,94,2,303,20,7.2,2.5,90,42.0
871,4,47,9,317,17,5.8,3.4,69,31.8
872,1,87,2,499,2,8.3,3.2,50,45.4
873,4,66,2,118,19,7.8,7.7,95,44.4
874,1,61,6,336,14,7.1,6.5,37,32.5
875,1,76,7,142,4,5.8,6.1,39,30.0
876,10,66,7,339,12,5.0,2.3,86,53.2
877,6,96,9,306,18,7.9,7.4,33,44.4
878,5,68,6,100,11,6.4,6.8,72,45.1
879,4,42,8,476,22,5.1,2.1,92,39.7
880,3,83,6,29,20,5.0,7.1,72,53.7
881,1,52,2,27,4,4.8,2.9,96,37.9
882,6,84,1,424,5,7.9,1.6,80,68.6
883,2,49,5,224,6,5.1,5.6,85,39.3
884,8,75,9,334,9,6.6,5.6,72,41.3
885,10,48,8,453,15,6.3,1.7,53,61.3
886,5,93,4,216,7,6.9,3.2,63,41.6
887,7,95,5,217,8,8.4,7.9,88,63.2
888,10,94,5,49,3,8.3,5.7,31,53.1
889,2,66,6,498,20,6.3,6.1,31,45.8
890,8,73,3,420,20,4.1,2.5,39,58.4
891,2,90,5,478,7,6.1,1.6,52,37.5
892,4,40,2,39,24,7.0,2.9,44,31.0
893,1,71,10,67,6,6.8,2.7,46,38.2
894,5,64,1,476,14,7.3,2.6,43,46.0
895,9,68,1,149,20,4.8,2.3,45,50.5
896,1,46,10,312,2,7.2,5.0,61,30.0
897,9,88,7,404,16,4.9,3.3,52,54.2
898,8,42,2,151,10,7.8,6.7,63,44.6
899,6,59,4,375,8,5.7,2.3,45,51.1
900,7,59,5,73,4,7.5,4.3,63,51.9
901,3,92,7,397,24,4.2,1.1,62,42.5
902,1,69,2,300,9,6.0,4.4,97,45.5
903,5,74,6,406,14,7.5,1.4,72,48.7
904,2,74,1,284,13,5.1,7.8,93,47.5
905,5,88,7,489,3,8.0,6.5,47,65.8
906,8,78,9,234,20,7.2,4.4,97,62.3
907,9,66,5,479,19,6.9,1.6,90,67.8
908,2,65,5,477,1,5.8,5.1,49,30.0
909,3,53,4,309,11,6.4,6.3,40,30.0
910,3,56,3,62,0,7.0,2.3,75,40.6
911,1,57,9,93,23,6.4,5.0,93,39.2
912,8,84,5,369,19,7.5,6.7,57,72.5
913,6,91,8,297,4,6.2,6.4,77,54.9
914,8,68,9,345,5,5.0,6.6,64,57.6
915,9,59,5,261,23,5.1,7.2,37,32.6
916,5,92,10,149,10,4.0,7.6,51,51.9
917,3,66,9,369,7,5.5,3.8,53,47.9
918,5,57,2,213,6,7.7,5.0,95,44.4
919,5,43,9,51,3,8.0,6.5,93,30.0
920,5,40,4,125,5,5.0,5.9,94,42.6
921,3,89,6,419,15,8.8,8.0,43,41.9
922,10,40,6,223,19,6.5,1.1,54,56.6
923,4,97,6,20,14,8.6,3.5,32,60.3
924,9,65,2,264,13,7.5,3.0,34,46.1
925,10,84,7,91,22,7.6,2.8,94,64.7
926,9,59,6,451,11,4.4,2.6,83,49.6
927,2,91,1,325,11,5.1,6.0,48,38.8
928,8,62,2,416,15,4.0,1.6,83,57.7
929,8,49,7,34,14,7.6,6.2,39,40.4
930,7,98,1,72,12,5.7,5.9,45,56.9
931,8,50,1,447,10,7.9,2.8,75,53.8
932,3,80,1,27,16,5.7,2.8,58,41.4
933,6,80,8,349,20,8.1,5.4,44,42.8
934,1,44,4,65,14,4.7,6.3,77,30.0
935,7,97,4,344,13,4.9,7.1,40,33.6
936,1,40,2,133,9,5.7,7.0,63,30.0
937,9,56,1,166,11,6.0,7.8,65,49.3
938,1,61,10,185,15,5.7,5.1,59,36.2
939,1,73,9,398,14,7.8,7.4,48,38.6
940,7,95,7,158,9,4.5,6.7,97,65.8
941,2,84,4,136,3,5.8,7.3,99,46.3
942,5,80,6,318,22,8.2,1.1,62,51.8
943,8,68,2,295,8,4.3,7.8,51,36.6
944,8,43,7,423,20,8.7,4.3,65,45.4
945,3,44,2,296,19,8.9,6.6,52,31.4
946,7,50,10,357,8,4.4,1.9,92,49.5
947,3,95,8,332,20,5.5,3.8,55,53.1
948,6,90,8,197,24,5.9,2.9,89,56.2
949,6,60,1,349,23,7.9,3.0,34,41.3
950,3,74,8,373,19,7.0,1.9,83,50.0
951,7,51,2,173,10,7.2,6.6,67,50.2
952,3,65,6,433,10,7.8,1.1,91,54.6
953,8,90,1,220,6,4.6,3.2,54,59.4
954,10,58,5,385,20,8.2,2.2,41,38.5
955,4,84,7,134,9,7.5,5.1,51,54.3
956,1,99,10,178,3,6.9,2.8,38,52.6
957,4,46,1,61,4,8.4,2.8,58,33.0
958,7,86,2,266,4,7.5,4.4,73,57.8
959,4,94,7,87,10,5.0,5.6,56,41.7
960,6,46,6,464,8,6.1,1.8,84,34.8
961,9,65,3,464,15,6.5,2.2,34,44.0
962,1,79,10,345,8,4.3,2.7,81,40.5
963,5,44,2,353,21,8.8,7.8,42,30.9
964,7,60,10,215,3,4.6,3.8,71,45.4
965,1,53,4,109,1,7.5,5.2,44,30.0
966,4,43,3,130,13,6.5,2.7,47,33.5
967,6,62,7,387,2,4.1,4.4,79,44.3
968,2,81,8,378,17,8.6,1.5,31,42.8
969,10,59,2,164,20,8.3,1.2,42,57.5
970,5,54,10,294,5,6.6,4.3,97,68.2
971,10,89,7,198,10,5.1,3.8,76,74.5
972,1,91,8,260,20,4.6,2.0,79,48.1
973,6,84,6,345,17,5.8,5.8,41,42.9
974,6,68,6,338,11,5.3,8.0,42,44.1
975,4,47,10,496,4,6.5,3.8,38,38.0
976,8,80,1,350,8,8.8,5.4,88,56.2
977,4,87,4,483,19,6.9,7.7,74,53.6
978,8,58,1,433,17,8.4,6.8,99,45.8
979,8,87,4,172,18,7.3,4.2,72,58.0
980,5,78,2,123,2,6.4,6.2,52,47.4
981,4,85,5,94,8,8.3,1.9,74,49.7
982,2,67,10,147,3,6.4,4.6,52,36.6
983,3,85,9,218,16,8.3,3.0,63,47.5
984,3,96,10,173,16,5.5,2.1,45,41.4
985,4,66,3,75,22,4.6,4.0,92,54.9
986,4,43,8,297,22,8.3,1.9,80,36.8
987,10,97,3,364,1,6.9,5.9,61,65.7
988,5,54,6,38,8,8.4,4.2,67,47.4
989,4,74,4,178,8,8.7,4.7,85,42.9
990,10,76,8,45,4,4.3,2.0,98,69.3
991,8,40,6,445,14,6.5,2.0,46,38.1
992,6,42,8,188,14,5.9,5.1,68,53.2
993,6,86,1,42,2,7.1,7.9,70,42.6
994,8,63,6,66,18,8.0,1.7,77,52.7
995,7,66,1,32,2,5.4,3.0,57,38.5
996,10,79,1,236,5,6.8,7.1,79,51.4
997,10,75,8,341,3,7.5,1.5,30,67.9
998,8,73,7,213,23,4.7,7.1,79,60.1
999,2,68,3,163,12,8.1,4.7,48,35.8
1000,9,63,6,92,12,7.0,3.9,88,55.8
1001,1,63,9,175,10,8.7,3.2,97,51.3
1002,8,81,7,96,4,5.7,3.1,96,58.5
1003,4,43,3,438,0,4.5,3.1,70,42.5
1004,4,42,6,188,8,6.5,7.2,39,30.0
1005,5,73,4,480,16,4.4,6.1,57,38.8
1006,8,96,3,306,21,8.8,5.7,63,65.0
1007,5,88,9,104,0,4.2,6.6,68,57.4
1008,8,62,10,435,2,7.8,2.8,85,64.2
1009,10,92,2,201,14,6.6,5.3,81,58.5
1010,1,95,1,475,20,5.8,4.2,32,30.8
1011,10,91,2,334,22,4.3,6.5,52,59.1
1012,9,62,7,316,9,7.1,3.2,46,46.7
1013,6,84,10,131,7,6.9,5.5,55,62.3
1014,3,44,1,469,11,5.4,7.2,47,30.0
1015,8,70,6,249,24,8.6,3.8,75,52.4
1016,9,92,7,115,21,5.5,1.5,99,67.2
1017,6,80,9,457,14,6.2,4.6,60,32.4
1018,7,96,8,187,8,6.7,3.4,38,45.0
1019,1,96,6,397,23,4.5,5.7,64,46.1
1020,5,99,3,175,24,8.7,7.7,89,57.3
1021,5,93,8,440,9,5.9,4.4,92,69.9
1022,10,45,7,124,19,4.4,4.3,81,66.8
1023,4,76,3,212,8,5.9,5.6,77,49.1
1024,6,96,9,349,14,7.0,1.7,90,66.3
1025,7,49,2,458,22,6.6,2.8,53,43.7
1026,9,79,3,151,20,7.5,7.4,87,42.6
1027,1,46,2,374,20,4.3,5.7,93,30.0
1028,6,78,1,401,0,5.4,1.1,59,49.7
1029,7,77,4,157,1,8.1,2.4,58,57.5
1030,3,60,5,450,18,4.4,5.8,39,34.1
1031,8,59,6,350,13,8.3,6.4,68,46.1
1032,5,42,5,289,7,4.5,6.9,84,47.7
1033,9,90,1,57,5,8.2,3.0,57,69.9
1034,5,61,3,415,11,5.8,7.5,47,44.4
1035,9,86,1,64,14,7.1,4.9,70,66.5
1036,10,43,5,420,13,4.8,5.9,94,52.6
1037,4,67,5,483,20,4.3,5.2,75,51.3
1038,9,51,6,182,0,5.1,1.9,89,58.7
1039,5,77,8,469,10,4.6,7.7,38,45.4
1040,10,90,10,350,24,5.6,1.9,74,71.7
1041,9,75,1,272,2,6.6,2.8,89,60.6
1042,3,86,4,188,18,6.9,6.7,57,36.5
1043,4,80,10,470,17,7.9,5.3,32,42.1
1044,9,44,1,304,19,7.3,6.9,80,57.1
1045,10,52,9,293,1,7.0,4.6,37,48.0
1046,6,62,7,39,24,6.1,3.6,99,61.3
1047,2,97,7,258,6,6.4,7.5,88,55.0
1048,7,89,5,289,7,6.1,1.3,90,60.6
1049,2,69,7,437,18,8.2,7.0,87,53.5
1050,2,76,2,452,21,5.2,2.6,99,43.6
1051,1,64,4,329,14,4.0,6.9,41,37.8
1052,3,87,7,50,9,7.3,2.0,38,46.0
1053,6,66,3,333,21,5.0,5.1,78,48.4
1054,8,90,2,123,0,8.5,7.2,46,47.1
1055,9,53,10,189,5,8.3,4.3,83,58.7
1056,7,96,2,205,12,4.4,6.2,73,54.8
1057,4,87,1,147,13,4.5,6.6,61,34.6
1058,6,98,5,229,2,6.5,6.2,64,53.4
1059,5,86,6,433,10,7.0,7.5,78,46.7
1060,8,93,6,300,2,5.4,4.1,83,67.6
1061,1,75,9,466,18,7.6,2.2,45,46.6
1062,1,78,4,272,9,7.0,1.3,41,30.0
1063,6,55,1,38,14,5.6,2.7,37,50.1
1064,10,95,6,219,10,4.1,2.0,50,61.9
1065,2,61,5,239,14,7.8,4.9,77,32.8
1066,5,60,10,155,23,5.1,2.3,37,46.6
